dependency,head_number,Plausibility,sentence_pair,Sentence,Word,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_word,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: from the attn directing lure ('girl') to the baseline word 'the',,,,,Head 6-9,Head 3-11,Head 6-10,H 4-6,H8-11,H5-3,H7-3,,H4-5,H7-10,H3-10,H3-9,H5-7,,,Lure 6-9,L3-11,L6-10,L4-6,L8-11,L5-3,L7-3,,L4-5,L7-10,L3-10,L3-9,L5-7
dobj,7_9,Implausible,item12,The librarian loaned the book the patron.,patron,3.1,2.201,-8.45026207,0.15842654,0.0644,book,176.98,3.955,-5.125549793,0.09101409,0.1822,0.0111,,,,,,0.0445,0.0524,0.0819,0.1356,0.1898,0.1878,0.0163,,0.0334,0.0107,0.2818,0.0118,0.0037,,,0.4569,0.4821,0.0091,0.3285,0.0591,0.4648,0.0237,,0.269,0.1838,0.4164,0.385,0.059
dobj,7_9,Implausible,item13,The musician played the song an audience.,audience,25.37,3.112,-2.98735863,0.20153686,0.2965,song,93.69,3.679,-1.055000365,0.20169123,0.2327,0.0111,,,,,,0.0647,0.2033,0.0097,0.0072,0.0792,0.2297,0.0311,,0.023,0.0105,0.0081,0.0611,0.0131,,,0.6731,0.5796,0.0298,0.4444,0.0616,0.0996,0.0104,,0.2145,0.4588,0.5469,0.6268,0.3299
dobj,7_9,Implausible,item14,The lady served the coffee the customer.,customer,15.2,2.89,-2.159714103,0.19479218,0.063,coffee,144.53,3.868,-1.219949126,0.21032113,0.0512,0.0066,,,,,,0.1551,0.1482,0.3,0.0074,0.1936,0.1738,0.0076,,0.1016,0.0317,0.0378,0.0818,0.0588,,,0.6645,0.368,0.8055,0.1536,0.0795,0.2109,0.0036,,0.6054,0.0495,0.6404,0.7565,0.27
dobj,7_9,Implausible,item15,The trainer taught the exercise an athlete.,athlete,4.61,2.373,-3.311947465,0.23296404,0.088,exercise,17.73,2.957,-1.821266949,0.20426789,0.0488,0.0047,,,,,,0.1249,0.121,0.0276,0.1197,0.2761,0.0839,0.0127,,0.0603,0.0854,0.0136,0.073,0.0054,,,0.712,0.5521,0.39,0.2698,0.0687,0.1207,0.0056,,0.0756,0.2461,0.7522,0.3356,0.0647
dobj,7_9,Implausible,item16,The artist drew the sketch a subject.  ,subject,36.96,3.276,-2.518607259,0.268782,0.2269,sketch,4.94,2.403,-0.294828832,0.32839507,0.1095,0.0262,,,,,,0.1228,0.1966,0.1008,0.4221,0.1348,0.1451,0.0428,,0.0176,0.1114,0.0776,0.0667,0.0346,,,0.2859,0.3988,0.064,0.0792,0.017,0.1637,0.0105,,0.3369,0.1245,0.2053,0.5893,0.1565
dobj,7_9,Implausible,item17,The carpenter built the table a widow.  ,widow,12.1,2.791,-3.326023102,0.16946682,0.0163,table,105.63,3.731,-4.376855612,0.099275276,0.2497,0.0149,,,,,,0.0267,0.0436,0.1972,0.0314,0.0414,0.308,0.0115,,0.0337,0.0289,0.0164,0.0224,0.1368,,,0.7174,0.5173,0.078,0.3086,0.074,0.1273,0.0354,,0.082,0.7347,0.4636,0.3944,0.1859
dobj,7_9,Implausible,item18,The chef baked the cake a grandmother. ,grandmother,27.78,3.152,-4.374368548,0.23587516,0.0452,cake,45.06,3.361,7.437645912,0.7011122,0.0805,0.0092,,,,,,0.0046,0.0932,0.0709,0.0936,0.236,0.0771,0.0059,,0.0255,0.0216,0.0031,0.0148,0.014,,,0.3643,0.2376,0.2061,0.0512,0.1127,0.2277,0.0056,,0.3323,0.6016,0.3885,0.8542,0.2418
dobj,7_9,Implausible,item19,The officer read the report the judge.,judge,79.67,3.609,-3.939606428,0.2041465,0.0475,report,108,3.741,-2.050227702,0.18855971,0.2243,0.0142,,,,,,0.1061,0.2865,0.0735,0.0902,0.0122,0.0571,0.0031,,0.016,0.0154,0.0058,0.2123,0.027,,,0.5066,0.308,0.1954,0.1539,0.1022,0.3118,0.0294,,0.354,0.6117,0.9141,0.3874,0.1064
dobj,7_9,Implausible,item20,The woman left the keys her sister.,sister,180.53,3.964,-2.796482265,0.20095237,0.1926,keys,51,3.415,-1.497517377,0.17170458,0.1895,0.0057,,,,,,0.1076,0.057,0.3261,0.1624,0.2021,0.1587,0.0083,,0.0371,0.0404,0.0288,0.0105,0.0013,,,0.7449,0.5053,0.0843,0.358,0.0253,0.143,0.0047,,0.5278,0.2676,0.2121,0.6043,0.0216
dobj,7_9,Implausible,item21,The athlete asked her question a coach.,coach,47.63,3.386,-1.558341682,0.1936804,0.0424,question,198.35,4.005,1.219405651,0.47761157,0.2682,0.0276,,,,,,0.0308,0.0784,0.0282,0.0297,0.0358,0.137,0.0013,,0.0099,0.0113,0.0088,0.1837,0.0025,,,0.8154,0.3317,0.231,0.161,0.0476,0.3968,0.0202,,0.714,0.4142,0.5915,0.1394,0.2859
dobj,7_9,Implausible,item22,The teacher ordered the textbook a student.,student,43.04,3.342,-5.162651539,0.17130847,0.0156,textbook,2.2,2.053,-5.359880209,0.1169191,0.2493,0.009,,,,,,0.1148,0.0935,0.023,0.0921,0.439,0.2857,0.0604,,0.0109,0.0243,0.0228,0.1509,0.0205,,,0.5628,0.4275,0.063,0.4496,0.261,0.0726,0.0472,,0.1631,0.2285,0.4815,0.2929,0.0613
dobj,7_9,Implausible,item23,The artist crafted the necklace a bride.,bride,24.22,3.092,-2.529204369,0.24204569,0.0944,necklace,9.75,2.697,0.996924013,0.35130832,0.088,0.014,,,,,,0.0623,0.1284,0.2293,0.3118,0.1747,0.1575,0.0131,,0.0368,0.0958,0.0332,0.072,0.0882,,,0.3252,0.4324,0.0398,0.3628,0.036,0.1085,0.0203,,0.2499,0.2853,0.3422,0.5291,0.072
dobj,7_9,Implausible,item24,The tailor shipped the suit a customer.,customer,15.2,2.89,0.885582715,0.2897156,0.0557,suit,68.61,3.544,-4.212168574,0.119225495,0.0333,0.0069,,,,,,0.0717,0.132,0.1177,0.0736,0.2493,0.5561,0.0192,,0.0307,0.024,0.0038,0.0751,0.0197,,,0.7858,0.5206,0.1247,0.3142,0.0069,0.0976,0.0028,,0.1639,0.2887,0.2702,0.3737,0.1069
dobj,7_9,Implausible,item25,The artist made the sculpture a patron.,patron,3.1,2.201,-2.711590827,0.13875194,0.0342,sculpture,3.12,2.204,-1.602049112,0.19511887,0.0423,0.0048,,,,,,0.0207,0.2285,0.1781,0.0628,0.347,0.1049,0.1035,,0.0161,0.196,0.0116,0.021,0.005,,,0.2409,0.4161,0.0014,0.414,0.0129,0.363,0.0075,,0.0364,0.3043,0.6124,0.8318,0.0049
dobj,7_9,Implausible,item26,The kids poured the juice some customers.,customers,19.06,2.988,-1.447311699,0.21453771,0.058,juice,26.88,3.137,2.320960879,0.3821618,0.1116,0.0063,,,,,,0.0647,0.228,0.2358,0.0196,0.2853,0.0786,0.0132,,0.0219,0.0514,0.0069,0.0279,0.052,,,0.4842,0.1642,0.2665,0.0563,0.0904,0.1932,0.0143,,0.2638,0.196,0.7354,0.7736,0.081
dobj,7_9,Implausible,item27,The nurse administered the vaccine a patient.,patient,63.65,3.511,0.772582483,0.31437263,0.1347,vaccine,1.92,1.996,0.695181862,0.25751436,0.0554,0.0078,,,,,,0.0437,0.1873,0.0386,0.039,0.1285,0.1169,0.0074,,0.0229,0.0238,0.0006,0.0682,0.0023,,,0.7394,0.1851,0.16,0.0809,0.0196,0.1674,0.0031,,0.178,0.3314,0.7188,0.3345,0.1349
dobj,7_9,Implausible,item28,The clerk counted the change the customer.,customer,15.2,2.89,-2.930192947,0.16867222,0.0793,change,240.35,4.088,-3.417589188,0.28851232,0.2512,0.0076,,,,,,0.2784,0.1334,0.1256,0.2119,0.101,0.1417,0.0288,,0.0485,0.0991,0.0713,0.2914,0.0049,,,0.6223,0.4025,0.126,0.2928,0.2262,0.2444,0.0726,,0.3521,0.3578,0.2087,0.2438,0.0237
dobj,7_9,Implausible,item29,The teacher distributed the assignments the students.,students,30.67,3.195,-1.531471848,0.16530342,0.0659,assignments,3.53,2.258,-3.777927637,0.19718131,0.1824,0.0096,,,,,,0.2173,0.076,0.1254,0.4624,0.1372,0.3423,0.0078,,0.0263,0.0376,0.0915,0.0435,0.0087,,,0.6581,0.4305,0.1332,0.5496,0.0477,0.1235,0.0749,,0.2433,0.1603,0.3229,0.3306,0.0232
dobj,7_9,Implausible,item30,The host offered the drinks the guest.,guest,39.94,3.309,-1.715102404,0.29163226,0.0736,drink,247.39,4.101,-2.148403704,0.20823543,0.117,0.0072,,,,,,0.1215,0.0911,0.0236,0.015,0.112,0.214,0.0274,,0.0348,0.0317,0.0053,0.1189,0.0093,,,0.4411,0.4335,0.1622,0.1976,0.0712,0.1741,0.021,,0.2257,0.3226,0.8329,0.3968,0.4425
dobj,7_9,Implausible,item31,The neighbor lent his vacuum a friend.,friend,419.29,4.33,-1.761587501,0.22061375,0.0779,vacuum,5.76,2.47,-5.969734192,0.06923539,0.0321,0.0164,,,,,,0.0376,0.0228,0.4751,0.1105,0.4582,0.4009,0.0604,,0.1002,0.081,0.052,0.054,0.264,,,0.631,0.5855,0.1049,0.3514,0.0525,0.1838,0.0068,,0.4329,0.3115,0.1589,0.5031,0.0562
dobj,7_9,Implausible,item32,The agent sold the estate a couple.,couple,223.41,4.057,-0.717859522,0.21933693,0.1796,estate,21.1,3.032,2.728018403,0.41377455,0.3684,0.0071,,,,,,0.2217,0.1973,0.1844,0.0508,0.4675,0.185,0.2568,,0.0985,0.182,0.0029,0.0659,0.0084,,,0.7251,0.6097,0.0933,0.3346,0.0753,0.1327,0.0367,,0.1118,0.2366,0.4943,0.3133,0.0387
dobj,7_9,Implausible,item33,The clerk passed the receipt a customer.,customer,15.2,2.89,-3.988669157,0.12240852,0.1066,receipt,7.43,2.58,-1.927469611,0.2505622,0.1184,0.0087,,,,,,0.0735,0.1659,0.0538,0.1552,0.1638,0.3852,0.0292,,0.0178,0.017,0.0412,0.134,0.056,,,0.8003,0.4483,0.1368,0.1747,0.0818,0.2086,0.0166,,0.3555,0.2956,0.3605,0.7035,0.0861
dobj,7_9,Implausible,item34,The committee granted the award a student.,student,43.04,3.342,-3.358715296,0.18143669,0.0252,award,12.88,2.818,-1.536207318,0.24589711,0.0866,0.0051,,,,,,0.0255,0.0651,0.0704,0.0356,0.2723,0.1316,0.0245,,0.012,0.0108,0.0224,0.2279,0.0031,,,0.7804,0.3241,0.351,0.38,0.0555,0.1144,0.0368,,0.2555,0.3045,0.2981,0.1976,0.3106
dobj,7_9,Implausible,item35,The parent promised the toy a child. ,child,157.65,3.905,-1.927890658,0.27533844,0.2303,toy,16.84,2.934,-3.910541773,0.14450218,0.1837,0.0054,,,,,,0.1344,0.1755,0.1709,0.6159,0.8128,0.0973,0.0518,,0.0426,0.0451,0.0268,0.0829,0.0285,,,0.4772,0.342,0.0222,0.2522,0.0172,0.0418,0.0215,,0.1033,0.1104,0.1316,0.4331,0.0508
dobj,7_9,Implausible,item36,The salesman guaranteed the discount a customer.,customer,15.2,2.89,0.192976475,0.3143221,0.1218,discount,4.76,2.387,0.696204782,0.32644448,0.1798,0.006,,,,,,0.135,0.1777,0.0575,0.2124,0.1957,0.0487,0.0549,,0.0247,0.0074,0.0126,0.2042,0.0076,,,0.6254,0.2743,0.5648,0.2038,0.1005,0.2516,0.0655,,0.2908,0.5276,0.4433,0.1372,0.2101
dobj,7_9,Implausible,item37,The playwright wrote the script a director.,director,35.96,3.264,-0.423550084,0.2938603,0.1051,script,19.61,3,2.478390515,0.37793136,0.2155,0.0089,,,,,,0.0644,0.2537,0.1019,0.1995,0.0331,0.0834,0.01,,0.0153,0.034,0.0048,0.0245,0.0013,,,0.4843,0.3414,0.0306,0.2071,0.0847,0.2997,0.018,,0.4946,0.7918,0.6416,0.769,0.2146
dobj,7_9,Implausible,item38,The tenant paid the rent the landlord.,landlord,5.33,2.436,0.153964758,0.27277127,0.0494,rent,34.55,3.246,4.144936681,0.49835482,0.1416,0.0203,,,,,,0.0687,0.1992,0.0236,0.0213,0.0116,0.0546,0.0013,,0.0786,0.0431,0.026,0.0977,0.0118,,,0.4226,0.1625,0.6856,0.076,0.0661,0.1845,0.0165,,0.5072,0.501,0.7924,0.6108,0.7076
dobj,7_9,Implausible,item39,The company donated the computers the school.,school,333.12,4.23,-1.21446602,0.15373154,0.1134,computers,10.8,2.742,-1.643707395,0.17772879,0.1804,0.0065,,,,,,0.0202,0.088,0.0127,0.1858,0.1536,0.3352,0.0044,,0.0314,0.0143,0.0147,0.0231,0.007,,,0.4445,0.3657,0.155,0.3248,0.0515,0.0596,0.0057,,0.1087,0.1844,0.4666,0.208,0.0375
dobj,7_9,Implausible,item40,The manager denied the request the customer.,customer,15.2,2.89,-4.064874649,0.21958527,0.0502,request,25.57,3.116,0.098058224,0.39707536,0.2476,0.0048,,,,,,0.0498,0.041,0.0792,0.1212,0.0389,0.0844,0.03,,0.0197,0.0173,0.0359,0.0895,0.0158,,,0.679,0.5115,0.383,0.271,0.0758,0.1586,0.0703,,0.2731,0.573,0.7818,0.2257,0.7363
dobj,7_9,Implausible,item41,The server handed the coffee the customer. ,customer,15.2,2.89,-2.908742309,0.17306414,0.2526,coffee,144.53,3.868,-5.221402168,0.09830121,0.0341,0.0049,,,,,,0.1723,0.2711,0.0188,0.0235,0.1432,0.3001,0.0429,,0.0072,0.0661,0.0334,0.1447,0.0115,,,0.4698,0.5308,0.2743,0.278,0.0439,0.0494,0.0129,,0.2212,0.145,0.518,0.3484,0.1136
dobj,7_9,Implausible,item42,The doctor suggested the diet a client.,client,53.24,3.434,-3.564224362,0.17060752,0.0763,diet,15.37,2.895,-0.992711961,0.20828924,0.2036,0.005,,,,,,0.1117,0.1353,0.1197,0.1236,0.2208,0.2946,0.0322,,0.0277,0.0211,0.0747,0.0835,0.0116,,,0.684,0.3953,0.0661,0.0833,0.0102,0.0283,0.0189,,0.1112,0.3151,0.1389,0.3485,0.038
dobj,7_9,Implausible,item43,The ranger tossed the snacks a group.,group,73.76,3.575,-6.333028316,0.06468861,0.0808,snacks,3.39,2.24,0.365188435,0.32435638,0.1346,0.0058,,,,,,0.0371,0.2127,0.5636,0.0955,0.4632,0.3914,0.2764,,0.0235,0.0472,0.0255,0.0517,0.0078,,,0.598,0.3525,0.0741,0.0763,0.038,0.0584,0.0237,,0.1131,0.4148,0.1916,0.1781,0.0323
dobj,7_9,Implausible,item44,The winner delivered the speech the audience.,audience,25.37,3.112,-0.88917695,0.31153157,0.308,speech,38.04,3.288,3.538706303,0.4886988,0.1171,0.0242,,,,,,0.2145,0.1459,0.0097,0.0139,0.0575,0.1514,0.015,,0.0275,0.0173,0.031,0.3025,0.0133,,,0.5318,0.1582,0.1214,0.0677,0.0418,0.135,0.0236,,0.181,0.6949,0.702,0.3579,0.7202
dobj,7_9,Implausible,item45,The bank transferred some money a man.,man,1845.75,4.974,-4.057447076,0.13797435,0.2508,money,640.76,4.514,-2.710824251,0.23216155,0.2253,0.0248,,,,,,0.0938,0.18,0.1541,0.1637,0.1236,0.233,0.0321,,0.0356,0.0869,0.0017,0.1056,0.0077,,,0.4928,0.504,0.4309,0.1702,0.1471,0.2065,0.0326,,0.2059,0.1687,0.3752,0.6044,0.1789
dobj,7_9,Implausible,item46,The farmer fed the grain some cows.,cows,9.41,2.682,1.199670613,0.28357756,0.0768,grain,4.76,2.387,0.554962307,0.28485283,0.022,0.0223,,,,,,0.0358,0.0753,0.0876,0.1538,0.151,0.2609,0.0028,,0.1331,0.0207,0.2341,0.0176,0.0333,,,0.3568,0.4615,0.0402,0.3401,0.0184,0.4394,0.0017,,0.2171,0.1856,0.56,0.7422,0.1609
dobj,7_9,Implausible,item47,The player threw the ball an audience.,audience,25.37,3.112,-3.03658402,0.22474296,0.0763,ball,104.96,3.729,5.453100443,0.39869812,0.0311,0.0302,,,,,,0.0239,0.4313,0.0243,0.0334,0.0755,0.1518,0.0551,,0.0141,0.0315,0.0026,0.008,0.0052,,,0.6227,0.3793,0.277,0.1191,0.0211,0.1119,0.0217,,0.2204,0.7132,0.9574,0.9283,0.5335
dobj,7_9,Implausible,item48,The father won his prize a son.,son,410.76,4.321,-5.284999847,0.20581862,0.0888,prize,22.39,3.058,2.944482803,0.3990231,0.4221,0.039,,,,,,0.0827,0.3335,0.0958,0.1763,0.0694,0.1432,0.0094,,0.0401,0.0172,0.0012,0.103,0.0302,,,0.5728,0.1852,0.2762,0.0373,0.1885,0.222,0.0841,,0.2076,0.7274,0.8569,0.3463,0.1953
dobj,7_9,Implausible,item49,The butcher cut the beef some man.,man,1845.75,4.974,-2.257849455,0.23100561,0.0192,beef,19.71,3.003,0.656505808,0.3211323,0.1904,0.0258,,,,,,0.0098,0.0557,0.1615,0.0199,0.1814,0.2358,0.0084,,0.0379,0.0305,0.0078,0.0413,0.0487,,,0.3651,0.1339,0.0807,0.0689,0.03,0.2435,0.0033,,0.579,0.4411,0.5364,0.3603,0.1198
dobj,7_9,Implausible,item50,The girl owed her dollar a sister.,sister,180.53,3.964,-3.044277966,0.21482152,0.2364,dollar,27.65,3.15,1.024166256,0.37131444,0.2814,0.0345,,,,,,0.1703,0.129,0.5565,0.1604,0.2016,0.3972,0.0719,,0.2286,0.0286,0.0091,0.0499,0.0574,,,0.4535,0.2454,0.6788,0.0352,0.1666,0.1722,0.0902,,0.2157,0.1907,0.3604,0.2277,0.1055
dobj,6_9,Plausible,item1,The teacher gave the girl a toy.,toy,16.84,2.934,-1.547005624,0.17559512,0.029,girl,557.12,4.454,-2.528136611,0.176041,0.2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item2,The grandmother gifted the boy a bicycle.,bicycle,6.61,2.529,-5.556447029,0.09359523,0.0337,boy,529.82,4.432,-0.492547002,0.23425655,0.4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item3,The guide showed the visitor a sculpture.,sculpture,3.12,2.204,-2.251351357,0.1938589,0.04,visitor,8.75,2.65,-2.722858429,0.13387981,0.4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item4,The engineer bought the student a snack.,snack,9.14,2.669,-1.012006819,0.23029125,0.095,student,43.04,3.342,-3.7579602,0.16701074,0.3456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item5,The judge awarded the performer the prize.,prize,22.39,3.058,5.327179193,0.5854908,0.0382,performer,2.41,2.093,-1.371787816,0.2560217,0.4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item6,The doctor prescribed the patient the medicine.,medicine,34.2,3.242,0.47692816,0.34137273,0.055,patient,63.65,3.511,2.167250156,0.41152808,0.5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item7,The chef cooked the family the steak.,steak,16.24,2.919,7.13629508,0.6242747,0.0928,family,354.25,4.257,-4.628546953,0.17004853,0.6551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item8,Her friend told the boss the secret.,secret,109.51,3.747,0.778091609,0.3393089,0.0424,boss,124.29,3.802,-0.942449853,0.3373203,0.2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item9,The poet sent the refugee a book.,book,176.98,3.955,-0.931953281,0.18891108,0.0349,refugee,1.92,1.996,-0.702451468,0.25804558,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item10,The clerk refused the man the pizza.,pizza,33.51,3.233,-4.590270758,0.118378244,0.0961,man,1845.75,4.974,-1.945094109,0.20571114,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item11,The teacher assigned the student some homework.,homework,20.14,3.012,-2.382140577,0.19228318,0.0873,student,43.04,3.342,-0.925543129,0.2735025,0.4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item12,The librarian loaned the patron the book.,book,176.98,3.955,-5.125549793,0.09101409,0.0284,patron,3.1,2.201,-8.45026207,0.15842654,0.6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item13,The musician played the audience a song.,song,93.69,3.679,-1.055000365,0.20169123,0.0278,audience,25.37,3.112,-2.98735863,0.20153686,0.8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item14,The lady served the customer the coffee.,coffee,144.53,3.868,-1.219949126,0.21032113,0.107,customer,15.2,2.89,-2.159714103,0.19479218,0.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item15,The trainer taught the athlete an exercise.,exercise,17.73,2.957,-1.821266949,0.20426789,0.034,athlete,4.61,2.373,-3.311947465,0.23296404,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item16,The artist drew the subject a sketch.,sketch,4.94,2.403,-0.294828832,0.32839507,0.0836,subject,36.96,3.276,-2.518607259,0.268782,0.3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item17,The carpenter built the widow a table.,table,105.63,3.731,-4.376855612,0.099275276,0.1239,widow,12.1,2.791,-3.326023102,0.16946682,0.5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item18,The chef baked the grandmother a cake.,cake,45.06,3.361,7.437645912,0.7011122,0.038,grandmother,27.78,3.152,-4.374368548,0.23587516,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item19,The officer read the judge the report.,report,108,3.741,-2.050227702,0.18855971,0.0492,judge,79.67,3.609,-3.939606428,0.2041465,0.6015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item20,The woman left her sister the keys.,keys,51,3.415,-1.497517377,0.17170458,0.0403,sister,180.53,3.964,-2.796482265,0.20095237,0.7493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item21,The athlete asked her coach a question.,question,198.35,4.005,1.219405651,0.47761157,0.0599,coach,47.63,3.386,-1.558341682,0.1936804,0.8362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item22,The teacher ordered the student a textbook.,textbook,2.2,2.053,-5.359880209,0.1169191,0.0809,student,43.04,3.342,-5.162651539,0.17130847,0.3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item23,The artist crafted the bride a necklace.,necklace,9.75,2.697,0.996924013,0.35130832,0.0927,bride,24.22,3.092,-2.529204369,0.24204569,0.3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item24,The tailor shipped the customer a suit.,suit,68.61,3.544,-4.212168574,0.119225495,0.0522,customer,15.2,2.89,0.885582715,0.2897156,0.5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item25,The artist made the patron a sculpture.,sculpture,3.12,2.204,-1.602049112,0.19511887,0.0254,patron,3.1,2.201,-2.711590827,0.13875194,0.4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item26,The kids poured the customers some juice.,juice,26.88,3.137,2.320960879,0.3821618,0.121,customers,19.06,2.988,-1.447311699,0.21453771,0.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item27,The nurse administered the patient a vaccine.,vaccine,1.92,1.996,0.695181862,0.25751436,0.0252,patient,63.65,3.511,0.772582483,0.31437263,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item28,The clerk counted the customer some change.,change,240.35,4.088,-3.417589188,0.28851232,0.1012,customer,15.2,2.89,-2.930192947,0.16867222,0.6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item29,The teacher distributed the students the assignments.,assignments,3.53,2.258,-3.777927637,0.19718131,0.2391,students,30.67,3.195,-1.531471848,0.16530342,0.6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item30,The host offered the guests a drink.,drink,247.39,4.101,-1.863897324,0.18127279,0.0382,guest,39.94,3.309,-0.634240657,0.27680382,0.3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item31,The neighbor lent his friend a vacuum.,vacuum,5.76,2.47,-5.969734192,0.06923539,0.0281,friend,419.29,4.33,-1.761587501,0.22061375,0.5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item32,The agent sold the couple an estate.,estate,21.1,3.032,2.728018403,0.41377455,0.0425,couple,223.41,4.057,-0.717859522,0.21933693,0.6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item33,The clerk passed the customer a receipt.,receipt,7.43,2.58,-1.927469611,0.2505622,0.0715,customer,15.2,2.89,-3.988669157,0.12240852,0.5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item34,The committee granted the student an award.,award,12.88,2.818,-1.536207318,0.24589711,0.0277,student,43.04,3.342,-3.358715296,0.18143669,0.2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item35,The parent promised the child a toy.,toy,16.84,2.934,-3.910541773,0.14450218,0.0552,child,157.65,3.905,-1.927890658,0.27533844,0.5258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item36,The salesman guaranteed the customer a discount.,discount,4.76,2.387,0.696204782,0.32644448,0.0442,customer,15.2,2.89,0.192976475,0.3143221,0.2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item37,The playwright wrote the director a script.,script,19.61,3,2.478390515,0.37793136,0.0771,director,35.96,3.264,-0.423550084,0.2938603,0.6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item38,The tenant paid the landlord the rent.,rent,34.55,3.246,4.144936681,0.49835482,0.0363,landlord,5.33,2.436,0.153964758,0.27277127,0.4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item39,The company donated the school the computers.,computers,10.8,2.742,-1.643707395,0.17772879,0.1656,school,333.12,4.23,-1.21446602,0.15373154,0.4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item40,The manager denied the customer the request.,request,25.57,3.116,0.098058224,0.39707536,0.0554,customer,15.2,2.89,-4.064874649,0.21958527,0.5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item41,The server handed the customer the coffee.,coffee,144.53,3.868,-5.221402168,0.09830121,0.0469,customer,15.2,2.89,-2.908742309,0.17306414,0.3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item42,The doctor suggested the client a diet.,diet,15.37,2.895,-0.992711961,0.20828924,0.0896,client,53.24,3.434,-3.564224362,0.17060752,0.6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobj,6_9,Plausible,item43,The ranger tossed the group some snacks.,snacks,3.39,2.24,0.365188435,0.32435638,0.1391,group,73.76,3.575,-6.333028316,0.06468861,0.7154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
