dependency,head_number,Plausibility,sentence_pair,Sentence,Critical_Analysis,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_Analysis,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: From girl to initial 'the'
dobj,3_11,Implausible,4,The engineer bought the dinner some student.,student,43.04,3.342,-3.7579602,0.16701074,0.0591,dinner,202.67,4.014,-2.788367629,0.2700674,0.0714,,
dobj,3_11,Implausible,5,The judge awarded the prize the singer.,singer,15.69,2.904,-3.630326271,0.12562759,0.0463,prize,22.39,3.058,5.327179193,0.5854908,0.1684,,
dobj,3_11,Implausible,6,The doctor ordered the medicine the patient.,patient,63.65,3.511,-3.584409118,0.17773394,0.038,medicine,34.2,3.242,-6.260835886,0.14584678,0.1741,,
dobj,3_11,Implausible,7,The chef prepared the breakfast the family.,family,354.25,4.257,-2.853640378,0.17026225,0.059,breakfast,66.29,3.529,0.25861297,0.34242266,0.176,,
dobj,3_11,Implausible,8,Her friend told the secret the manager.,manager,39.96,3.309,-0.702573717,0.24534374,0.0413,secret,109.51,3.747,0.778091609,0.3393089,0.0863,,
dobj,3_11,Implausible,9,The poet sent the book a fan.,fan,35.14,3.254,-2.730605245,0.18889847,0.1376,book,176.98,3.955,-0.931953281,0.18891108,0.1151,,
dobj,3_11,Implausible,10,The owner refused the suit the man.,man,"1,845.75",4.974,-1.945094109,0.20571114,0.051,suit,68.61,3.544,-0.912117951,0.29932636,0.235,,
dobj,3_11,Implausible,11,The teacher assigned the work the student.,student,43.04,3.342,-0.925543129,0.2735025,0.1324,work,798.02,4.61,-0.662227366,0.24365734,0.1717,,
dobj,3_11,Implausible,12,The owner showed the book the patron.,patron,3.1,2.201,-4.783738852,0.1797629,0.0937,book,176.98,3.955,-1.042907387,0.20991582,0.201,,
dobj,3_11,Implausible,13,The student played the song an audience.,audience,25.37,3.112,-2.98735863,0.20153686,0.1008,song,93.69,3.679,-1.055000365,0.20169123,0.1289,,
dobj,3_11,Implausible,14,The lady served the coffee the customer.,customer,15.2,2.89,-2.159714103,0.19479218,0.0766,coffee,144.53,3.868,-1.219949126,0.21032113,0.1372,,
dobj,3_11,Implausible,15,The coach taught the exercise a runner.,runner,4.96,2.405,-7.865533113,0.107186384,0.0797,exercise,17.73,2.957,-1.821266949,0.20426789,0.2226,,
dobj,3_11,Implausible,16,The artist drew the sketch a subject.,subject,36.96,3.276,-2.518607259,0.268782,0.0582,sketch,4.94,2.403,-0.294828832,0.32839507,0.1566,,
dobj,3_11,Implausible,17,The worker built the table a neighbor.,neighbor,16.94,2.937,-4.12770319,0.15918052,0.0573,table,105.63,3.731,-4.376855612,0.099275276,0.282,,
dobj,3_11,Implausible,18,The chef prepared the pie a lady.,lady,217.08,4.044,-4.987012625,0.09914018,0.0845,pie,28.75,3.166,-1.693863809,0.21447499,0.1282,,
dobj,3_11,Implausible,19,The officer read the report the judge.,judge,79.67,3.609,-3.939606428,0.2041465,0.0446,report,108,3.741,-2.050227702,0.18855971,0.2532,,
dobj,3_11,Implausible,20,The woman left her keys the sister.,sister,180.53,3.964,-2.796482265,0.20095237,0.0714,keys,51,3.415,-1.497517377,0.17170458,0.0968,,
dobj,3_11,Implausible,21,The player asked her question a coach.,coach,47.63,3.386,-1.558341682,0.1936804,0.0871,question,198.35,4.005,1.219405651,0.47761157,0.0255,,
dobj,3_11,Implausible,22,The teacher ordered the book a student.,student,43.04,3.342,-5.162651539,0.17130847,0.0813,book,176.98,3.955,-1.884449258,0.1967702,0.1916,,
dobj,3_11,Implausible,23,The artist designed the dress a woman.,woman,434.63,4.346,-5.120250463,0.17398815,0.0583,dress,87.2,3.648,0.194697745,0.26397204,0.283,,
dobj,3_11,Implausible,24,The business sent the suit a customer.,customer,15.2,2.89,-1.686612487,0.21207425,0.0989,suit,68.61,3.544,-3.716721058,0.15584503,0.1296,,
dobj,3_11,Implausible,25,The artist made the sketch a patron.,patron,3.1,2.201,-2.711590827,0.13875194,0.0415,sketch,4.94,2.403,-2.90643698,0.15420005,0.2407,,
dobj,3_11,Implausible,26,The child gave the tea the customer.,customer,15.2,2.89,-3.815664768,0.15191028,0.0331,tea,58.63,3.476,-2.816745877,0.117558025,0.2191,,
dobj,3_11,Implausible,27,The doctor gave the shot a patient.,patient,63.65,3.511,-3.450903535,0.1341156,0.0552,shot,227.43,4.064,-2.934252381,0.270659,0.1014,,
dobj,3_11,Implausible,28,The employee counted the change the customer.,customer,15.2,2.89,-2.930192947,0.16867222,0.0553,change,240.35,4.088,-3.417589188,0.28851232,0.2246,,
dobj,3_11,Implausible,29,The teacher distributed the assignment the students.,students,30.67,3.195,-1.531471848,0.16530342,0.04,assignment,17.88,2.961,-4.818546295,0.16352656,0.183,,
dobj,3_11,Implausible,30,The host offered the drink the guests.,guests,25.71,3.118,-0.634240657,0.27680382,0.0964,drink,247.39,4.101,-1.863897324,0.18127279,0.1797,,
dobj,3_11,Implausible,31,The neighbor sold his iron a friend.,friend,419.29,4.33,-4.24221468,0.13401237,0.0785,iron,17.94,2.962,-3.38667953,0.16818917,0.1365,,
dobj,3_11,Implausible,32,The agent sold the estate a couple.,couple,223.41,4.057,-0.717859522,0.21933693,0.0604,estate,21.1,3.032,2.728018403,0.41377455,0.2522,,
dobj,3_11,Implausible,33,The man passed the bill the customer.,customer,15.2,2.89,-3.988669157,0.12240852,0.0782,bill,118.45,3.781,3.823641658,0.4398312,0.2524,,
dobj,3_11,Implausible,34,The committee granted the award a student.,student,43.04,3.342,-3.358715296,0.18143669,0.0852,award,12.88,2.818,-1.536207318,0.24589711,0.1824,,
dobj,3_11,Implausible,35,The parent promised the treat a child.,child,157.65,3.905,-1.927890658,0.27533844,0.1279,treat,51.88,3.423,-2.182420731,0.27135116,0.183,,
dobj,3_11,Implausible,36,The owner guaranteed the deal a customer.,customer,15.2,2.89,0.192976475,0.3143221,0.1532,deal,261.37,4.125,0.960015468,0.3791264,0.1848,,
dobj,3_11,Implausible,37,The author wrote the script a director.,director,35.96,3.264,-0.423550084,0.2938603,0.081,script,19.61,3,2.478390515,0.37793136,0.3817,,
dobj,3_11,Implausible,38,The family paid the rent the manager.,manager,39.96,3.309,0.318285331,0.276862,0.0966,rent,34.55,3.246,4.144936681,0.49835482,0.1991,,
dobj,3_11,Implausible,39,The company sent the computers the school.,school,333.12,4.23,-0.963451155,0.13011019,0.0471,computers,10.8,2.742,-2.350660264,0.15703058,0.209,,
dobj,3_11,Implausible,40,The manager denied the request the customer.,customer,15.2,2.89,-4.064874649,0.21958527,0.0723,request,25.57,3.116,0.098058224,0.39707536,0.2316,,
dobj,3_11,Implausible,41,The server handed the coffee the customer.,customer,15.2,2.89,-2.908742309,0.17306414,0.1283,coffee,144.53,3.868,-5.221402168,0.09830121,0.2124,,
dobj,3_11,Implausible,42,The doctor suggested the treatment a client.,client,53.24,3.434,-3.564224362,0.17060752,0.0487,treatment,19.31,2.994,-0.509682789,0.3184056,0.2227,,
dobj,3_11,Implausible,43,The guide threw the food the group.,group,73.76,3.575,-5.608163834,0.11935848,0.0346,food,154.43,3.896,-1.838901684,0.2162691,0.1966,,
dobj,3_11,Implausible,44,The winner delivered the speech the audience.,audience,25.37,3.112,-0.88917695,0.31153157,0.0616,speech,38.04,3.288,3.538706303,0.4886988,0.1517,,
dobj,3_11,Implausible,45,The bank transferred the money the man.,man,"1,845.75",4.974,-4.057447076,0.13797435,0.0462,money,640.76,4.514,-2.710824251,0.23216155,0.1196,,
dobj,3_11,Implausible,46,The boys fed the grass the cow.,cow,25.51,3.115,-0.28959614,0.27784213,0.1026,grass,16.78,2.933,2.903179526,0.3012317,0.1987,,
dobj,3_11,Implausible,47,The player threw the ball an audience.,audience,25.37,3.112,-3.03658402,0.22474296,0.0409,ball,104.96,3.729,5.453100443,0.39869812,0.0556,,
dobj,3_11,Implausible,48,The father won his prize a son.,son,410.76,4.321,-5.284999847,0.20581862,0.0498,prize,22.39,3.058,2.944482803,0.3990231,0.1405,,
dobj,3_11,Implausible,49,The cook cut the meat the man.,man,"1,845.75",4.974,-2.257849455,0.23100561,0.0204,meat,43.65,3.348,1.178703964,0.32934046,0.2235,,
dobj,3_11,Implausible,50,The girl bet her money the sister.,sister,180.53,3.964,-3.297916651,0.13236745,0.0689,money,640.76,4.514,1.512397919,0.37469658,0.2572,,
dobj,10_17,Plausible,1,The teacher gave the girl a book.,book,176.98,3.955,0.663153648,0.23985314,0.0487,girl,557.12,4.454,-2.528136611,0.176041,0.5171,,
dobj,10_17,Plausible,2,The mother awarded the boy a present.,present,89.45,3.659,-5.710882187,0.21272539,0.0935,boy,529.82,4.432,-4.623735666,0.15215588,0.5422,,
dobj,10_17,Plausible,3,The guide showed the visitor a painting.,painting,29.2,3.173,-1.135827154,0.25423452,0.0378,visitor,8.75,2.65,-2.722858429,0.13387981,0.6215,,
dobj,10_17,Plausible,4,The engineer bought the student some dinner.,dinner,202.67,4.014,-2.788367629,0.2700674,0.0186,student,43.04,3.342,-3.7579602,0.16701074,0.5004,,
dobj,10_17,Plausible,5,The judge awarded the singer the prize.,prize,22.39,3.058,5.327179193,0.5854908,0.0369,singer,15.69,2.904,-3.630326271,0.12562759,0.4597,,
dobj,10_17,Plausible,6,The doctor ordered the patient the medicine.,medicine,34.2,3.242,-6.260835886,0.14584678,0.0524,patient,63.65,3.511,-3.584409118,0.17773394,0.6455,,
dobj,10_17,Plausible,7,The chef prepared the family the breakfast.,breakfast,66.29,3.529,0.25861297,0.34242266,0.047,family,354.25,4.257,-2.853640378,0.17026225,0.5425,,
dobj,10_17,Plausible,8,Her friend told the manager the secret.,secret,109.51,3.747,0.778091609,0.3393089,0.0236,manager,39.96,3.309,-0.702573717,0.24534374,0.5876,,
dobj,10_17,Plausible,9,The poet sent the fan a book.,book,176.98,3.955,-0.931953281,0.18891108,0.0322,fan,35.14,3.254,-2.730605245,0.18889847,0.2776,,
dobj,10_17,Plausible,10,The owner refused the man the suit.,suit,68.61,3.544,-0.912117951,0.29932636,0.0171,man,"1,845.75",4.974,-1.945094109,0.20571114,0.5715,,
dobj,10_17,Plausible,11,The teacher assigned the student some work.,work,798.02,4.61,-0.662227366,0.24365734,0.0379,student,43.04,3.342,-0.925543129,0.2735025,0.5043,,
dobj,10_17,Plausible,12,The owner showed the patron the book.,book,176.98,3.955,-1.042907387,0.20991582,0.0125,patron,3.1,2.201,-4.783738852,0.1797629,0.4555,,
dobj,10_17,Plausible,13,The student played the audience a song.,song,93.69,3.679,-1.055000365,0.20169123,0.0154,audience,25.37,3.112,-2.98735863,0.20153686,0.4125,,
dobj,10_17,Plausible,14,The lady served the customer the coffee.,coffee,144.53,3.868,-1.219949126,0.21032113,0.0106,customer,15.2,2.89,-2.159714103,0.19479218,0.2794,,
dobj,10_17,Plausible,15,The coach taught the runner an exercise.,exercise,17.73,2.957,-1.821266949,0.20426789,0.0263,runner,4.96,2.405,-7.865533113,0.107186384,0.419,,
dobj,10_17,Plausible,16,The artist drew the subject a sketch.,sketch,4.94,2.403,-0.294828832,0.32839507,0.0072,subject,36.96,3.276,-2.518607259,0.268782,0.4665,,
dobj,10_17,Plausible,17,The worker built the neighbor a table.,table,105.63,3.731,-4.376855612,0.099275276,0.0269,neighbor,16.94,2.937,-4.12770319,0.15918052,0.5931,,
dobj,10_17,Plausible,18,The chef prepared the lady a pie.,pie,28.75,3.166,-1.693863809,0.21447499,0.0426,lady,217.08,4.044,-4.987012625,0.09914018,0.5328,,
dobj,10_17,Plausible,19,The officer read the judge the report.,report,108,3.741,-2.050227702,0.18855971,0.0381,judge,79.67,3.609,-3.939606428,0.2041465,0.5831,,
dobj,10_17,Plausible,20,The woman left her sister the keys.,keys,51,3.415,-1.497517377,0.17170458,0.0217,sister,180.53,3.964,-2.796482265,0.20095237,0.4955,,
dobj,10_17,Plausible,21,The player asked her coach a question.,question,198.35,4.005,1.219405651,0.47761157,0.069,coach,47.63,3.386,-1.558341682,0.1936804,0.6925,,
dobj,10_17,Plausible,22,The teacher ordered the student a book.,book,176.98,3.955,-1.884449258,0.1967702,0.0216,student,43.04,3.342,-5.162651539,0.17130847,0.523,,
dobj,10_17,Plausible,23,The artist designed the woman a dress.,dress,87.2,3.648,0.194697745,0.26397204,0.0308,woman,434.63,4.346,-5.120250463,0.17398815,0.3281,,
dobj,10_17,Plausible,24,The business sent the customer a suit.,suit,68.61,3.544,-3.716721058,0.15584503,0.0303,customer,15.2,2.89,-1.686612487,0.21207425,0.4939,,
dobj,10_17,Plausible,25,The artist made the patron a sketch.,sketch,4.94,2.403,-2.90643698,0.15420005,0.0558,patron,3.1,2.201,-2.711590827,0.13875194,0.3594,,
dobj,10_17,Plausible,26,The child gave the customer some tea.,tea,58.63,3.476,-2.816745877,0.117558025,0.0256,customer,15.2,2.89,-3.815664768,0.15191028,0.3602,,
dobj,10_17,Plausible,27,The doctor gave the patient a shot.,shot,227.43,4.064,-2.934252381,0.270659,0.0817,patient,63.65,3.511,-3.450903535,0.1341156,0.6422,,
dobj,10_17,Plausible,28,The employee counted the customer some change.,change,240.35,4.088,-3.417589188,0.28851232,0.0234,customer,15.2,2.89,-2.930192947,0.16867222,0.4524,,
dobj,10_17,Plausible,29,The teacher distributed the students the assignment.,assignment,17.88,2.961,-4.818546295,0.16352656,0.0551,students,30.67,3.195,-1.531471848,0.16530342,0.3971,,
dobj,10_17,Plausible,30,The host offered the guests a drink.,drink,247.39,4.101,-1.863897324,0.18127279,0.0403,guests,25.71,3.118,-0.634240657,0.27680382,0.3781,,
dobj,10_17,Plausible,31,The neighbor sold his friend an iron.,iron,17.94,2.962,-3.38667953,0.16818917,0.0343,friend,419.29,4.33,-4.24221468,0.13401237,0.6066,,
dobj,10_17,Plausible,32,The agent sold the couple an estate.,estate,21.1,3.032,2.728018403,0.41377455,0.031,couple,223.41,4.057,-0.717859522,0.21933693,0.5122,,
dobj,10_17,Plausible,33,The man passed the customer the bill.,bill,118.45,3.781,3.823641658,0.4398312,0.0071,customer,15.2,2.89,-3.988669157,0.12240852,0.4453,,
dobj,10_17,Plausible,34,The committee granted the student an award.,award,12.88,2.818,-1.536207318,0.24589711,0.0455,student,43.04,3.342,-3.358715296,0.18143669,0.4869,,
dobj,10_17,Plausible,35,The parent promised the child a treat.,treat,51.88,3.423,-2.182420731,0.27135116,0.0637,child,157.65,3.905,-1.927890658,0.27533844,0.4264,,
dobj,10_17,Plausible,36,The owner guaranteed the customer a deal.,deal,261.37,4.125,0.960015468,0.3791264,0.0359,customer,15.2,2.89,0.192976475,0.3143221,0.6909,,
dobj,10_17,Plausible,37,The author wrote the director a script.,script,19.61,3,2.478390515,0.37793136,0.0127,director,35.96,3.264,-0.423550084,0.2938603,0.5664,,
dobj,10_17,Plausible,38,The family paid the manager the rent.,rent,34.55,3.246,4.144936681,0.49835482,0.0303,manager,39.96,3.309,0.318285331,0.276862,0.5993,,
dobj,10_17,Plausible,39,The company sent the school the computers.,computers,10.8,2.742,-2.350660264,0.15703058,0.0205,school,333.12,4.23,-0.963451155,0.13011019,0.3173,,
dobj,10_17,Plausible,40,The manager denied the customer the request.,request,25.57,3.116,0.098058224,0.39707536,0.0305,customer,15.2,2.89,-4.064874649,0.21958527,0.6235,,
dobj,10_17,Plausible,41,The server handed the customer the coffee.,coffee,144.53,3.868,-5.221402168,0.09830121,0.0135,customer,15.2,2.89,-2.908742309,0.17306414,0.5364,,
dobj,10_17,Plausible,42,The doctor suggested the client a treatment.,treatment,19.31,2.994,-0.509682789,0.3184056,0.0821,client,53.24,3.434,-3.564224362,0.17060752,0.6395,,
dobj,10_17,Plausible,43,The guide threw the group some food.,food,154.43,3.896,-1.838901684,0.2162691,0.0527,group,73.76,3.575,-5.608163834,0.11935848,0.6951,,
dobj,10_17,Plausible,44,The winner delivered the audience the speech.,speech,38.04,3.288,3.538706303,0.4886988,0.0267,audience,25.37,3.112,-0.88917695,0.31153157,0.5947,,
dobj,10_17,Plausible,45,The bank transferred the man some money.,money,640.76,4.514,-2.710824251,0.23216155,0.0262,man,"1,845.75",4.974,-4.057447076,0.13797435,0.5741,,
dobj,10_17,Plausible,46,The boys fed the cow some grass.,grass,16.78,2.933,2.903179526,0.3012317,0.025,cow,25.51,3.115,-0.28959614,0.27784213,0.3137,,
dobj,10_17,Plausible,47,The player threw the audience a ball.,ball,104.96,3.729,5.453100443,0.39869812,0.0168,audience,25.37,3.112,-3.03658402,0.22474296,0.4673,,
dobj,10_17,Plausible,48,The father won his son a prize.,prize,22.39,3.058,2.944482803,0.3990231,0.081,son,410.76,4.321,-5.284999847,0.20581862,0.4536,,
dobj,10_17,Plausible,49,The cook cut the man some meat.,meat,43.65,3.348,1.178703964,0.32934046,0.0294,man,"1,845.75",4.974,-2.257849455,0.23100561,0.2364,,
dobj,10_17,Plausible,50,The girl bet her sister some money.,money,640.76,4.514,1.512397919,0.37469658,0.0711,sister,180.53,3.964,-3.297916651,0.13236745,0.7046,,
dobj,10_17,Implausible,1,The teacher gave the book a girl.,girl,557.12,4.454,-2.528136611,0.176041,0.1234,book,176.98,3.955,0.663153648,0.23985314,0.432,,
dobj,10_17,Implausible,2,The mother awarded the present a boy.,boy,529.82,4.432,-4.623735666,0.15215588,0.0494,present,89.45,3.659,-5.710882187,0.21272539,0.5218,,
dobj,10_17,Implausible,3,The guide showed the painting a visitor.,visitor,8.75,2.65,-2.722858429,0.13387981,0.076,painting,29.2,3.173,-1.135827154,0.25423452,0.5442,,
dobj,10_17,Implausible,4,The engineer bought the dinner some student.,student,43.04,3.342,-3.7579602,0.16701074,0.0083,dinner,202.67,4.014,-2.788367629,0.2700674,0.2243,,
dobj,10_17,Implausible,5,The judge awarded the prize the singer.,singer,15.69,2.904,-3.630326271,0.12562759,0.0128,prize,22.39,3.058,5.327179193,0.5854908,0.3606,,
dobj,10_17,Implausible,6,The doctor ordered the medicine the patient.,patient,63.65,3.511,-3.584409118,0.17773394,0.0859,medicine,34.2,3.242,-6.260835886,0.14584678,0.3081,,
dobj,10_17,Implausible,7,The chef prepared the breakfast the family.,family,354.25,4.257,-2.853640378,0.17026225,0.0111,breakfast,66.29,3.529,0.25861297,0.34242266,0.24,,
dobj,10_17,Implausible,8,Her friend told the secret the manager.,manager,39.96,3.309,-0.702573717,0.24534374,0.0078,secret,109.51,3.747,0.778091609,0.3393089,0.3483,,
dobj,10_17,Implausible,9,The poet sent the book a fan.,fan,35.14,3.254,-2.730605245,0.18889847,0.0587,book,176.98,3.955,-0.931953281,0.18891108,0.4909,,
dobj,10_17,Implausible,10,The owner refused the suit the man.,man,"1,845.75",4.974,-1.945094109,0.20571114,0.0281,suit,68.61,3.544,-0.912117951,0.29932636,0.317,,
dobj,10_17,Implausible,11,The teacher assigned the work the student.,student,43.04,3.342,-0.925543129,0.2735025,0.0418,work,798.02,4.61,-0.662227366,0.24365734,0.261,,
dobj,10_17,Implausible,12,The owner showed the book the patron.,patron,3.1,2.201,-4.783738852,0.1797629,0.0494,book,176.98,3.955,-1.042907387,0.20991582,0.4088,,
dobj,10_17,Implausible,13,The student played the song an audience.,audience,25.37,3.112,-2.98735863,0.20153686,0.0164,song,93.69,3.679,-1.055000365,0.20169123,0.3667,,
dobj,10_17,Implausible,14,The lady served the coffee the customer.,customer,15.2,2.89,-2.159714103,0.19479218,0.0122,coffee,144.53,3.868,-1.219949126,0.21032113,0.1797,,
dobj,10_17,Implausible,15,The coach taught the exercise a runner.,runner,4.96,2.405,-7.865533113,0.107186384,0.0195,exercise,17.73,2.957,-1.821266949,0.20426789,0.2945,,
dobj,10_17,Implausible,16,The artist drew the sketch a subject.,subject,36.96,3.276,-2.518607259,0.268782,0.0131,sketch,4.94,2.403,-0.294828832,0.32839507,0.3672,,
dobj,10_17,Implausible,17,The worker built the table a neighbor.,neighbor,16.94,2.937,-4.12770319,0.15918052,0.0277,table,105.63,3.731,-4.376855612,0.099275276,0.1595,,
dobj,10_17,Implausible,18,The chef prepared the pie a lady.,lady,217.08,4.044,-4.987012625,0.09914018,0.0062,pie,28.75,3.166,-1.693863809,0.21447499,0.1764,,
